"c1 0.6, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		<- V2		"c1 0.6, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support
	0.841481481	0.996	0.728	0.841	390		V3->			0.855555556	0.933	0.79	0.856	390
	0.836795252	0.993	0.723	0.837	390					0.858333333	0.936	0.792	0.858	390
	0.840236686	0.993	0.728	0.84	390					0.848821082	0.924	0.785	0.849	390
	0.838518519	0.993	0.726	0.839	390					0.859135286	0.942	0.79	0.859	390
	0.841481481	0.996	0.728	0.841	390					0.85326087	0.908	0.805	0.853	390
0.6	0.839702684	0.9942	0.7266	0.8396	390				Promedio	0.855021225	0.9286	0.7924	0.855	390
														
"c1 1, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support				"c1 1, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support
	0.838518519	0.993	0.726	0.839	390					0.850767085	0.933	0.782	0.851	390
	0.841481481	0.996	0.728	0.841	390					0.857938719	0.939	0.79	0.858	390
	0.833578792	0.979	0.726	0.834	390					0.849507736	0.941	0.774	0.85	390
	0.839762611	0.996	0.726	0.84	390					0.861495845	0.937	0.797	0.861	390
	0.840236686	0.993	0.728	0.84	390					0.849507736	0.941	0.774	0.85	390
1	0.838715618	0.9914	0.7268	0.8388	390				Promedio	0.853843424	0.9382	0.7834	0.854	390
														
"c1 .85, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support				"c1 .85, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support
	0.839762611	0.996	0.726	0.84	390					0.861495845	0.937	0.797	0.861	390
	0.839762611	0.996	0.726	0.84	390					0.853963839	0.933	0.787	0.854	390
	0.839762611	0.996	0.726	0.84	390					0.845188285	0.927	0.777	0.845	390
	0.839762611	0.996	0.726	0.84	390					0.85034965	0.935	0.779	0.85	390
	0.839762611	0.996	0.726	0.84	390					0.844011142	0.924	0.777	0.844	390
0.85	0.839762611	0.996	0.726	0.84	390				Promedio	0.851001752	0.9312	0.7834	0.8508	390
														
"c1 0.75, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support				"c1 0.75, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support
	0.831858407	0.979	0.723	0.832	390					0.861035422	0.919	0.81	0.861	390
	0.839762611	0.996	0.726	0.84	390					0.852005533	0.925	0.79	0.852	390
	0.836795252	0.993	0.723	0.837	390					0.859135286	0.942	0.79	0.859	390
	0.841481481	0.996	0.728	0.841	390					0.862308762	0.942	0.795	0.862	390
	0.838038633	0.996	0.723	0.838	390					0.859135286	0.942	0.79	0.859	390
0.75	0.837587277	0.992	0.7246	0.8376	390				Promedio	0.858724058	0.934	0.795	0.8586	390
														
"c1 0.95, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support				"c1 0.95, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support
	0.841481481	0.996	0.728	0.841	390					0.857538036	0.931	0.795	0.858	390
	0.836795252	0.993	0.723	0.837	390					0.859481583	0.918	0.808	0.859	390
	0.836795252	0.993	0.723	0.837	390					0.847552448	0.932	0.777	0.848	390
	0.829341317	0.996	0.71	0.829	390					0.85674548	0.936	0.79	0.857	390
	0.838038633	0.996	0.723	0.838	390					0.857538036	0.931	0.795	0.858	390
0.95	0.836490387	0.9948	0.7214	0.8364	390				Promedio	0.855771116	0.9296	0.793	0.856	390
														
"c1 0.25, c2 0.05, iterations 100"	Flat F2	Precision	recall	F1-Score	Support				"c1 0.25, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support
	0.839762611	0.996	0.726	0.84	390					0.853556485	0.936	0.785	0.854	390
	0.841481481	0.996	0.728	0.841	390					0.85674548	0.936	0.79	0.857	390
	0.841481481	0.996	0.728	0.841	390					0.853963839	0.933	0.787	0.854	390
	0.841481481	0.996	0.728	0.841	390					0.862308762	0.942	0.795	0.862	390
	0.839762611	0.996	0.726	0.84	390					0.854816825	0.908	0.808	0.855	390
1.95	0.840793933	0.996	0.7272	0.8406	390				Promedio	0.856278278	0.931	0.793	0.8564	390
														
"c1 0.5, c2 0.6, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		"c1 0.6, c2 0.6, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		
	0.838995569	0.99	0.728	0.839	390			0.859504132	0.929	0.8	0.86	390		
	0.836795252	0.993	0.723	0.837	390			0.853932584	0.944	0.779	0.854	390		
	0.838038633	0.996	0.723	0.838	390			0.856345886	0.939	0.787	0.856	390		
	0.824925816	0.979	0.713	0.825	390			0.860273973	0.924	0.805	0.86	390		
	0.82406015	0.996	0.703	0.824	390			0.862637363	0.929	0.805	0.863	390		
Promedio	0.832563084	0.9908	0.718	0.8326	390		Promedio	0.858538787	0.933	0.7952	0.8586	390		
														
"c1 0.5, c2 1, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		"c1 1, c2 1, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		
	0.808446456	0.982	0.687	0.808	390			0.841666667	0.918	0.777	0.842	390		
	0.822822823	0.993	0.703	0.823	390			0.854794521	0.918	0.8	0.855	390		
	0.818045113	0.989	0.697	0.818	390			0.861111111	0.939	0.795	0.861	390		
	0.839762611	0.996	0.726	0.84	390			0.857938719	0.939	0.79	0.858	390		
	0.826347305	0.993	0.708	0.826	390			0.845618915	0.924	0.779	0.846	390		
Promedio	0.823084862	0.9906	0.7042	0.823	390		Promedio	0.852225986	0.9276	0.7882	0.8524	390		
														
"c1 0.5, c2 0.25, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		"c1 10, c2 0.25, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		
	0.82615156	0.982	0.713	0.826	390			0.858725762	0.934	0.795	0.859	390		
	0.839762611	0.996	0.726	0.884	390			0.849162011	0.933	0.779	0.849	390		
	0.832835821	0.996	0.715	0.833	390			0.865464632	0.943	0.8	0.865	390		
	0.834575261	0.996	0.718	0.835	390			0.857931034	0.928	0.797	0.858	390		
	0.833333333	0.993	0.718	0.833	390			0.852367688	0.933	0.785	0.852	390		
Promedio	0.833331717	0.9926	0.718	0.8422	390		Promedio	0.856730226	0.9342	0.7912	0.8566	390		
														
"c1 0.5, c2 0.85, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		"c1 100, c2 0.85, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		
	0.838038633	0.996	0.723	0.838	390			0.859116022	0.931	0.797	0.859	390		
	0.831091181	0.996	0.713	0.831	390			0.853932584	0.944	0.779	0.854	390		
	0.824587706	0.993	0.705	0.825	390			0.860724234	0.942	0.792	0.861	390		
	0.820895522	0.982	0.705	0.821	390			0.847222222	0.924	0.782	0.847	390		
	0.826347305	0.993	0.708	0.826	390			0.860273973	0.924	0.805	0.86	390		
Promedio	0.82819207	0.992	0.7108	0.8282	390		Promedio	0.856253807	0.933	0.791	0.8562	390		
														
"c1 0.5, c2 0.75, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		"c1 1000, c2 0.75, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		
	0.817496229	0.993	0.695	0.817	390			0.85	0.927	0.785	0.85	390		
	0.82962963	0.982	0.718	0.83	390			0.859097127	0.921	0.805	0.859	390		
	0.834575261	0.996	0.718	0.835	390			0.861072902	0.929	0.803	0.861	390		
	0.799392097	0.981	0.674	0.799	390			0.861833105	0.924	0.808	0.862	390		
	0.841949778	0.993	0.731	0.842	390			0.858321871	0.926	0.8	0.858	390		
Promedio	0.824608599	0.989	0.7072	0.8246	390		Promedio	0.858065001	0.9254	0.8002	0.858	390		
														
														
"c1 0.5, c2 0.01, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		"c1 0.5, c2 0.01, iterations 100"	Flat F1	Precision	recall	F1-Score	Support		
	0.841481481	0.996	0.728	0.841	390			0.845938375	0.932	0.774	0.846	390		
	0.839762611	0.996	0.726	0.84	390			0.858725762	0.934	0.795	0.859	390		
	0.838995569	0.99	0.728	0.839	390			0.848739496	0.935	0.777	0.849	390		
	0.838518519	0.993	0.726	0.839	390			0.855539972	0.944	0.782	0.856	390		
	0.841949778	0.993	0.731	0.842	390			0.851540616	0.938	0.779	0.852	390		
	0.840141592	0.9936	0.7278	0.8402	390			0.852096844	0.9366	0.7814	0.8524	390		
														
"c1 0.5, c2 0.05, iterations 50"	Flat F1	Precision	recall	F1-Score	Support			"c1 0.5, c2 0.05, iterations 50"	Flat F1	Precision	recall	F1-Score	Support	
	0.839762611	0.996	0.726	0.84	390				0.855955679	0.931	0.792	0.856	390	
	0.840875912	0.976	0.738	0.841	390				0.854748603	0.939	0.785	0.855	390	
	0.841481481	0.996	0.728	0.841	390				0.844875346	0.919	0.782	0.845	390	
	0.837876614	0.951	0.749	0.88	390				0.861833105	0.924	0.808	0.862	390	
	0.839762611	0.996	0.726	0.84	390				0.863448276	0.934	0.803	0.863	390	
Promedio	0.839951846	0.983	0.7334	0.8484	390			Promedio	0.856172202	0.9294	0.794	0.8562	390	
														
"c1 0.5, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support			"c1 0.5, c2 0.05, iterations 100"	Flat F1	Precision	recall	F1-Score	Support	
	0.838518519	0.993	0.726	0.839	390				0.858321871	0.926	0.8	0.858	390	
	0.840236686	0.993	0.728	0.84	390				0.856361149	0.918	0.803	0.856	390	
	0.839762611	0.996	0.726	0.84	390				0.852777778	0.93	0.787	0.853	390	
	0.840236686	0.993	0.728	0.84	390				0.857142857	0.934	0.792	0.857	390	
	0.841481481	0.996	0.728	0.841	390				0.855555556	0.933	0.79	0.856	390	
Promedio	0.840047197	0.9942	0.7272	0.84	390			Promedio	0.856031842	0.9282	0.7944	0.856	390	
														
"c1 0.5, c2 0.05, iterations 25"	Flat F1	Precision	recall	F1-Score	Support			"c1 0.5, c2 0.05, iterations 25"	Flat F1	Precision	recall	F1-Score	Support	
	0.788059701	0.943	0.677	0.788	390				0.840659341	0.905	0.785	0.841	390	
	0.785074627	0.939	0.674	0.785	390				0.847317744	0.914	0.79	0.847	390	
	0.78390462	0.936	0.674	0.784	390				0.845618915	0.924	0.779	0.846	390	
	0.785498489	0.956	0.667	0.785	390				0.850889193	0.912	0.797	0.851	390	
	0.785498489	0.956	0.667	0.785	390				0.854794521	0.918	0.8	0.855	390	
Promedio	0.785607185	0.946	0.6718	0.7854	390			Promedio	0.847855943	0.9146	0.7902	0.848	390	
														
"c1 0.5, c2 0.05, iterations 150"	Flat F1	Precision	recall	F1-Score	Support			"c1 0.5, c2 0.05, iterations 150"	Flat F1	Precision	recall	F1-Score	Support	
	0.832835821	0.996	0.715	0.833	390				0.859916782	0.937	0.795	0.86	390	
	0.839762611	0.996	0.726	0.84	390				0.855555556	0.933	0.79	0.856	390	
	0.838518519	0.993	0.726	0.839	390				0.855555556	0.933	0.856	0.856	390	
	0.836309524	0.996	0.721	0.836	390				0.860304288	0.934	0.797	0.86	390	
	0.838518519	0.993	0.726	0.839	390				0.859116022	0.931	0.797	0.859	390	
Promedio	0.837188999	0.9948	0.7228	0.8374	390			Promedio	0.858089641	0.9336	0.807	0.8582	390	
														
"c1 0.5, c2 0.05, iterations 200"	Flat F1	Precision	recall	F1-Score	Support			"c1 0.5, c2 0.05, iterations 200"	Flat F1	Precision	recall	F1-Score	Support	
	0.833333333	0.993	0.718	0.833	390				0.846896552	0.916	0.787	0.847	1	
	0.8365243	0.983	0.728	0.837	390				0.857538036	0.931	0.795	0.858	2	
	0.841949778	0.993	0.731	0.842	390				0.855555556	0.933	0.79	0.856	3	
	0.842415317	0.99	0.733	0.842	390				0.858725762	0.934	0.795	0.859	4	
	0.838518519	0.993	0.726	0.839	390				0.859916782	0.937	0.795	0.86	5	
Promedio	0.838548249	0.9904	0.7272	0.8386	390			Promedio	0.855726537	0.9302	0.7924	0.856	3	
